::1 - - [02/Feb/2021:10:48:57 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 500 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:50:51 +0000] "PUT /api/v1/proyecto8/articulos/4 HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:52:05 +0000] "PUT /api/v1/proyecto8/articulos/4 HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:52:38 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:52:43 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 500 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:52:48 +0000] "DELETE /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 55 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:53:05 +0000] "DELETE /api/v1/proyecto8/articulos/1 HTTP/1.1" 400 35 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:53:09 +0000] "DELETE /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 55 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:53:12 +0000] "DELETE /api/v1/proyecto8/articulos/4 HTTP/1.1" 200 433 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:01:59 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:02:12 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:02:21 +0000] "PUT /api/v1/proyecto8/articulos/4 HTTP/1.1" 400 35 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:02:27 +0000] "PUT /api/v1/proyecto8/articulos/3 HTTP/1.1" 400 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:02:32 +0000] "PUT /api/v1/proyecto8/articulos/5 HTTP/1.1" 400 35 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:02:40 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 200 433 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:03:16 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 265 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:03:24 +0000] "PUT /api/v1/proyecto8/articulos/2 HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:03:31 +0000] "DELETE /api/v1/proyecto8/articulos/2 HTTP/1.1" 200 220 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:11:03:35 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 200 220 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:16:10:15 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 265 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:16:10:23 +0000] "DELETE /api/v1/proyecto8/usuario/4 HTTP/1.1" 404 168 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:16:11:31 +0000] "DELETE /api/v1/proyecto8/usuarios/4 HTTP/1.1" 401 34 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:16:11:54 +0000] "DELETE /api/v1/proyecto8/usuarios/4 HTTP/1.1" 204 - "-" "PostmanRuntime/7.26.8"
